                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.4526,                  3.185,                 1.8821,                 1.6275,                0.35379,                0.46043,                0.33761,                0.16477,                0.34186,                0.36312,                0.30173,                 0.1395,                 1.6775,                 3.7641,                 2.5461,                 1.9159,             0.00092402,             0.00092402,             0.00092402
                     20,                 1.4634,                 3.1179,                  1.969,                 1.6741,                0.41021,                0.44199,                0.37707,                 0.2244,                0.38076,                0.34093,                0.29308,                0.15144,                 1.6447,                 3.7873,                 2.4099,                 1.9067,             0.00091302,             0.00091302,             0.00091302
                     21,                 1.3828,                 3.0066,                 1.7364,                 1.5765,                0.46671,                0.43975,                0.42893,                0.24915,                0.53585,                0.36557,                0.39367,                0.16776,                 1.6745,                 3.6969,                  2.349,                 1.9463,             0.00090202,             0.00090202,             0.00090202
                     22,                 1.4093,                 3.1628,                 1.7904,                  1.621,                0.57644,                0.33752,                0.41536,                0.24028,                0.61162,                0.33437,                 0.3957,                0.18105,                 1.6929,                 3.6432,                 2.4004,                  1.985,             0.00089102,             0.00089102,             0.00089102
                     23,                   1.44,                 3.0462,                  1.786,                 1.6322,                 0.5165,                0.37817,                0.37672,                0.22071,                0.46398,                0.34474,                0.34832,                0.17362,                 1.6173,                 4.0157,                 2.6069,                 1.9432,             0.00088002,             0.00088002,             0.00088002
                     24,                 1.4029,                 3.0528,                 1.7074,                 1.6078,                 0.6623,                0.37878,                0.39546,                0.21849,                0.64523,                0.35837,                0.34769,                 0.1751,                 1.6372,                 4.1202,                 2.3411,                 1.9224,             0.00086902,             0.00086902,             0.00086902
                     25,                 1.3582,                 3.0248,                 1.6974,                 1.5533,                0.67199,                0.41831,                 0.4514,                0.27852,                0.65633,                0.40065,                0.42791,                 0.1991,                 1.6804,                 3.6846,                 2.3094,                 1.9104,             0.00085803,             0.00085803,             0.00085803
                     26,                 1.3594,                 2.9013,                 1.6065,                 1.5694,                0.50613,                0.47494,                0.41705,                 0.2449,                0.48539,                0.45001,                0.38803,                0.19437,                  1.695,                 3.6216,                 2.2765,                 1.9329,             0.00084703,             0.00084703,             0.00084703
                     27,                 1.3274,                 2.8659,                 1.5951,                 1.5081,                0.55027,                0.43161,                0.41757,                0.24504,                0.53859,                0.41587,                0.40451,                0.19312,                 1.6961,                 3.7343,                  2.321,                 1.9779,             0.00083603,             0.00083603,             0.00083603
                     28,                  1.322,                 3.0921,                 1.6777,                 1.5602,                0.51675,                0.41219,                0.42858,                0.24086,                0.42109,                0.34945,                0.33861,                0.16811,                 1.7212,                 3.7629,                 2.3887,                 1.9797,             0.00082503,             0.00082503,             0.00082503
                     29,                  1.326,                 2.9953,                 1.6619,                 1.5074,                0.56682,                0.42393,                0.41561,                 0.2501,                0.45935,                0.36059,                0.32597,                0.17467,                  1.692,                 3.7917,                  2.468,                 1.8962,             0.00081403,             0.00081403,             0.00081403
                     30,                 1.3604,                 2.9708,                 1.5998,                 1.5615,                0.56382,                0.38144,                0.42791,                0.22357,                0.52312,                0.33336,                 0.3305,                0.17622,                 1.7253,                 3.6944,                 2.4441,                 2.0015,             0.00080303,             0.00080303,             0.00080303
                     31,                 1.3258,                 2.9277,                 1.5845,                 1.5561,                0.45438,                0.40929,                0.43292,                0.22984,                0.38763,                0.34075,                0.34194,                0.17018,                 1.6946,                 3.7632,                 2.3815,                  2.012,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.2943,                 2.9001,                 1.5501,                 1.5201,                0.69262,                0.39754,                0.42647,                0.25391,                0.69089,                0.38474,                0.41065,                0.20309,                 1.6824,                 3.8946,                 2.3016,                 1.9744,             0.00078103,             0.00078103,             0.00078103
                     33,                 1.3467,                 2.8946,                  1.601,                 1.5262,                0.59831,                0.42149,                0.47717,                 0.2842,                 0.6446,                0.39459,                0.44463,                0.23158,                 1.6388,                 3.6978,                 2.0898,                 1.9142,             0.00077003,             0.00077003,             0.00077003
                     34,                 1.3589,                 2.9055,                  1.562,                 1.5407,                0.45069,                 0.4455,                0.44178,                0.26368,                0.43542,                0.42758,                0.41469,                0.21567,                 1.6327,                 3.7296,                 2.2209,                 1.9206,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.3177,                 2.8922,                 1.5665,                 1.5171,                0.45883,                 0.4588,                0.45254,                0.28247,                0.52707,                0.38645,                0.44596,                0.22212,                 1.6692,                 3.6337,                 2.1217,                 1.9055,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.3046,                 2.7631,                 1.4389,                 1.5103,                0.59706,                0.41984,                 0.4472,                0.27867,                0.59449,                0.41405,                0.43223,                0.22414,                 1.6938,                 3.6919,                 2.2324,                  1.979,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.2797,                 2.8366,                 1.5142,                 1.4978,                0.63015,                0.39098,                0.45872,                0.27918,                0.64655,                 0.3786,                0.43635,                0.23575,                 1.7054,                 3.7071,                 2.2364,                 1.9822,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.3196,                 2.8474,                 1.5838,                  1.546,                0.49077,                0.37639,                0.42937,                0.25375,                0.50876,                0.36547,                0.41198,                0.21344,                 1.6861,                 3.6888,                 2.3264,                 1.9349,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.2777,                 2.8219,                 1.4758,                 1.4926,                0.57621,                0.38601,                0.44593,                0.26225,                0.51037,                 0.4003,                0.42688,                0.21517,                 1.6999,                 3.6611,                 2.2489,                 1.9567,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.2712,                 2.8381,                 1.4485,                 1.4775,                0.65865,                0.38352,                0.45279,                 0.2735,                0.64402,                0.37689,                0.43197,                0.20681,                 1.6504,                 3.6112,                 2.1794,                 1.9037,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.2635,                  2.795,                  1.412,                 1.4536,                0.56617,                 0.4262,                0.45024,                0.28349,                0.53892,                0.34719,                0.41131,                0.21299,                 1.6364,                 3.9192,                 2.4564,                 1.9722,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.2354,                  2.729,                 1.3679,                 1.4511,                0.48875,                0.46571,                0.45984,                0.29005,                0.45324,                0.45151,                 0.4363,                0.21733,                 1.6292,                 3.8271,                 2.3586,                 1.9235,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.2058,                 2.5946,                 1.3792,                 1.4413,                0.57487,                0.48005,                0.46325,                0.28511,                0.49292,                0.40983,                 0.3745,                0.21138,                 1.6522,                    3.9,                 2.2104,                 1.9463,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.2775,                 2.7606,                 1.4361,                 1.5106,                0.57762,                0.40061,                 0.4287,                0.25646,                 0.5467,                0.38421,                0.40402,                0.19948,                 1.6922,                 3.7711,                 2.2425,                 1.9838,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.1986,                   2.66,                 1.3091,                 1.4168,                0.60759,                 0.3834,                0.41847,                 0.2395,                0.58831,                0.37693,                  0.394,                0.19466,                 1.6912,                 4.0143,                 2.3903,                 2.0223,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.2334,                 2.8059,                 1.3997,                 1.4601,                0.57521,                0.41758,                0.42866,                0.26239,                0.52908,                0.39049,                0.40325,                0.21623,                 1.7398,                 4.0038,                 2.3321,                  2.044,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.2114,                 2.6541,                 1.3014,                 1.4325,                0.48407,                0.45495,                0.43964,                 0.2751,                0.50206,                 0.4108,                0.41853,                0.20684,                  1.681,                 3.7293,                 2.2784,                 1.9377,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.2549,                 2.7186,                 1.3366,                 1.4578,                0.52004,                 0.4036,                 0.4449,                0.27453,                0.56939,                0.36087,                0.42191,                0.21216,                 1.6716,                 3.6087,                 2.2371,                 1.9123,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.1702,                 2.6543,                  1.294,                 1.4061,                0.47315,                0.41576,                0.44347,                0.27641,                0.45785,                 0.3909,                0.40697,                0.20754,                 1.6569,                 3.7574,                 2.2558,                 1.9256,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.1694,                 2.6958,                 1.2918,                 1.4216,                0.51144,                0.41444,                0.45139,                0.28085,                 0.5144,                0.38891,                0.41396,                0.21304,                 1.6756,                 3.7346,                 2.2604,                 1.9707,             0.00058305,             0.00058305,             0.00058305
                     51,                  1.186,                 2.7022,                 1.2692,                 1.4203,                0.43462,                0.48679,                0.45091,                0.28152,                0.53701,                0.38575,                0.42517,                0.22525,                 1.6744,                 3.6884,                 2.2667,                 1.9571,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.1819,                 2.6199,                 1.2776,                 1.3855,                0.52408,                0.46669,                0.47134,                0.28002,                0.51309,                 0.4575,                0.44455,                0.22283,                 1.7227,                 3.7893,                 2.2492,                 2.0391,             0.00056105,             0.00056105,             0.00056105
                     53,                  1.139,                  2.553,                 1.2117,                 1.3851,                 0.5681,                0.40898,                0.42767,                 0.2573,                0.54937,                 0.3917,                0.40088,                0.20502,                 1.7285,                 3.8393,                 2.4153,                 2.0714,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.1437,                 2.4626,                 1.1482,                 1.3783,                0.59911,                0.41634,                0.44248,                0.25862,                0.55803,                0.39951,                0.41447,                 0.2106,                 1.6894,                 3.7735,                 2.3468,                 2.0108,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.1232,                 2.6737,                 1.1788,                 1.3661,                0.62852,                0.41454,                0.45902,                0.26473,                0.61055,                0.40107,                0.44182,                0.21552,                 1.6685,                 3.8018,                 2.2853,                 1.9885,             0.00052806,             0.00052806,             0.00052806
                     56,                  1.161,                 2.5622,                 1.1747,                 1.3891,                0.56402,                0.43881,                0.43944,                0.26396,                0.55144,                0.42646,                0.42294,                0.21289,                 1.7024,                 3.7142,                 2.2356,                 1.9637,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.1355,                 2.5803,                 1.2319,                 1.3875,                0.57987,                0.40257,                0.44509,                0.28023,                0.54188,                0.37697,                0.42098,                0.21647,                   1.67,                 3.6892,                 2.2082,                 1.9218,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.1154,                 2.5348,                 1.1398,                 1.3687,                0.55756,                0.40535,                0.42602,                 0.2609,                0.52666,                0.38141,                0.40356,                0.21174,                 1.7097,                 3.9176,                 2.3664,                 1.9848,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.0899,                 2.4053,                 1.1439,                 1.3613,                 0.5055,                0.38329,                0.39052,                0.23492,                0.48186,                0.36423,                0.37387,                0.18892,                 1.7281,                 4.0027,                 2.6561,                 2.0548,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.1467,                 2.6368,                 1.2658,                 1.4018,                0.54971,                0.38427,                0.41283,                0.25463,                0.54431,                 0.3867,                 0.3948,                0.21578,                 1.7101,                 3.9747,                 2.3673,                 2.0391,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.1271,                 2.5752,                   1.15,                  1.373,                0.59664,                0.40875,                0.44446,                0.27027,                0.51129,                0.35479,                0.38318,                0.22165,                 1.6624,                 3.9114,                 2.2545,                  2.007,             0.00046206,             0.00046206,             0.00046206
                     62,                  1.089,                  2.559,                 1.1401,                  1.355,                0.59697,                0.45931,                0.47546,                0.28981,                0.50192,                0.39538,                0.38932,                0.22941,                 1.6619,                 3.9281,                 2.2821,                 1.9541,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.0925,                 2.4089,                 1.0583,                 1.3499,                0.55443,                0.47934,                0.47377,                0.28384,                0.50389,                0.42155,                0.40941,                 0.2291,                 1.7305,                 3.8564,                 2.3217,                 1.9646,             0.00044007,             0.00044007,             0.00044007
                     64,                  1.105,                 2.4825,                 1.1002,                 1.3702,                0.55452,                0.39831,                0.44361,                0.27756,                 0.5499,                0.38481,                0.41474,                0.21857,                  1.678,                 3.8033,                 2.3425,                  1.953,             0.00042907,             0.00042907,             0.00042907
                     65,                  1.126,                 2.5547,                 1.1758,                 1.3586,                 0.4808,                0.41899,                0.43859,                0.26676,                0.53826,                0.37773,                0.41549,                0.20927,                 1.7036,                 3.8039,                 2.3661,                 2.0029,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.0684,                 2.4517,                 1.1259,                  1.315,                0.53178,                 0.4781,                0.45945,                0.28766,                0.49887,                0.46152,                0.42883,                0.22502,                  1.688,                 3.7391,                 2.2127,                 1.9713,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.1351,                 2.4335,                  1.114,                 1.3952,                0.59374,                0.45108,                0.46707,                0.28668,                0.56345,                0.42101,                0.43525,                0.22302,                 1.6954,                 3.6813,                 2.1738,                 1.9755,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.0319,                 2.4066,                 1.0348,                  1.299,                0.67152,                0.39138,                0.44269,                0.27754,                0.65353,                0.38353,                0.41501,                0.22934,                 1.7173,                 4.0078,                 2.5132,                 2.0298,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.0331,                 2.3948,                 1.0906,                 1.3083,                0.61624,                0.41546,                0.44573,                0.28065,                0.59902,                0.40167,                0.42012,                0.22304,                 1.6975,                 3.9924,                 2.3605,                 2.0206,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.1318,                 2.5412,                 1.1387,                 1.3912,                0.59877,                0.41474,                0.44715,                0.28874,                 0.5978,                0.39708,                0.42331,                0.23021,                  1.668,                 3.9774,                 2.3961,                 1.9872,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.0445,                 2.4286,                 1.0391,                 1.3264,                0.57476,                0.44669,                0.46761,                0.29081,                0.61921,                0.39679,                0.44434,                 0.2368,                 1.6499,                 3.7866,                 2.3997,                 1.9861,             0.00035208,             0.00035208,             0.00035208
                     72,                0.96334,                 2.3496,                0.98638,                 1.2716,                0.68129,                0.39804,                0.47629,                 0.2891,                0.68075,                0.39544,                 0.4598,                0.23851,                 1.6462,                 3.6619,                 2.2088,                 1.9432,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.0259,                 2.4833,                 1.0353,                 1.3124,                0.58198,                0.45512,                0.47283,                0.30406,                0.55133,                0.43903,                0.44552,                0.24068,                 1.6304,                 3.7063,                 2.2641,                 1.9296,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.0194,                 2.4218,                  1.032,                 1.2914,                0.61632,                0.41129,                0.44884,                 0.2822,                0.63041,                0.38129,                0.42617,                0.23141,                 1.6644,                 3.8948,                 2.4986,                 1.9846,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.0807,                 2.3371,                 1.0265,                 1.3166,                0.63618,                0.36884,                0.43393,                0.27552,                0.63648,                0.36904,                0.41825,                0.23098,                 1.6737,                 4.0016,                 2.5422,                 1.9941,             0.00030808,             0.00030808,             0.00030808
                     76,                0.96676,                 2.2458,                0.94826,                 1.2622,                0.59704,                0.40015,                0.43691,                0.26933,                0.58852,                0.39502,                0.41863,                0.22575,                 1.6956,                 3.8743,                 2.4242,                 2.0105,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.0013,                 2.3204,                0.97838,                 1.2876,                0.59143,                0.40736,                0.46837,                0.29392,                0.56917,                0.40045,                 0.4485,                0.23622,                 1.6816,                 3.7378,                 2.1907,                 2.0021,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.0211,                 2.3844,                 1.0362,                 1.2902,                0.58602,                0.40025,                0.47544,                0.29073,                0.67137,                0.35392,                0.44184,                0.23678,                 1.7002,                 3.7317,                 2.2101,                 2.0085,             0.00027508,             0.00027508,             0.00027508
                     79,                  1.005,                 2.2996,                0.91999,                 1.2747,                0.68731,                0.37545,                0.44763,                0.27894,                0.68186,                0.37076,                0.42953,                0.22463,                 1.7052,                  3.838,                 2.4019,                 2.0309,             0.00026408,             0.00026408,             0.00026408
                     80,                0.97943,                 2.2486,                0.98789,                 1.2822,                  0.714,                0.38129,                0.43501,                0.27488,                0.70686,                0.37167,                0.41977,                0.22635,                 1.6819,                  3.939,                 2.5341,                 1.9923,             0.00025309,             0.00025309,             0.00025309
                     81,                0.99411,                 2.3575,                0.96631,                   1.33,                0.55322,                0.42348,                 0.4758,                0.29246,                0.53944,                  0.407,                0.45323,                0.23892,                 1.6557,                 3.8462,                 2.3614,                 1.9472,             0.00024209,             0.00024209,             0.00024209
                     82,                0.98925,                 2.2856,                0.97386,                 1.2702,                0.51026,                0.46825,                0.47635,                0.29275,                0.49601,                0.45459,                0.45604,                0.23471,                 1.6537,                  3.843,                 2.2245,                 1.9408,             0.00023109,             0.00023109,             0.00023109
                     83,                0.93814,                  2.445,                 1.2599,                 1.2638,                0.58008,                0.40227,                0.45727,                0.28132,                0.58939,                0.38289,                0.42944,                0.23504,                 1.6729,                 3.8561,                 2.2928,                 1.9731,             0.00022009,             0.00022009,             0.00022009
                     84,                0.96236,                 2.2646,                0.93198,                 1.2522,                 0.4872,                0.44199,                0.42153,                0.26438,                0.52631,                0.39821,                0.40561,                0.21861,                 1.7068,                 4.0071,                 2.4456,                 2.0427,             0.00020909,             0.00020909,             0.00020909
                     85,                0.92873,                  2.261,                0.90463,                 1.2262,                0.58223,                0.39822,                0.44795,                0.27646,                0.56809,                0.38675,                0.41958,                0.22812,                 1.6979,                 3.9281,                 2.3614,                 2.0362,             0.00019809,             0.00019809,             0.00019809
                     86,                0.94043,                 2.2734,                0.94147,                  1.248,                0.61099,                0.40721,                  0.456,                0.27855,                0.60799,                0.40247,                 0.4305,                 0.2301,                 1.6971,                 3.8711,                 2.4073,                  2.036,             0.00018709,             0.00018709,             0.00018709
                     87,                0.99901,                 2.3133,                0.97829,                 1.2769,                0.52423,                0.40948,                0.44628,                0.27532,                0.56361,                0.38133,                0.43314,                0.22883,                  1.698,                 3.8527,                 2.4739,                 2.0587,             0.00017609,             0.00017609,             0.00017609
                     88,                0.97956,                  2.325,                0.93254,                 1.2561,                0.56675,                0.42598,                0.45572,                0.26769,                0.56346,                0.40464,                0.43481,                0.23527,                 1.7164,                 3.8892,                 2.4958,                 2.0701,             0.00016509,             0.00016509,             0.00016509
                     89,                0.95907,                  2.278,                0.92289,                 1.2637,                0.57243,                0.43109,                0.46169,                0.27939,                0.56937,                0.40757,                0.43366,                 0.2404,                 1.7053,                 3.9312,                 2.4881,                 2.0469,              0.0001541,              0.0001541,              0.0001541
                     90,                   0.93,                 2.1693,                0.89046,                 1.2366,                0.53508,                0.45761,                 0.4583,                0.28077,                0.55854,                0.39827,                0.42564,                0.23443,                 1.6778,                 3.9203,                 2.3838,                 2.0109,              0.0001431,              0.0001431,              0.0001431
                     91,                0.85058,                 2.0529,                  1.053,                 1.2442,                0.50256,                 0.4601,                0.43798,                0.26949,                0.49931,                0.43296,                0.42224,                0.22755,                 1.7111,                 3.9681,                 2.4194,                 2.0362,              0.0001321,              0.0001321,              0.0001321
                     92,                0.86866,                 2.0412,                0.87265,                 1.2247,                0.47872,                0.40172,                0.42255,                0.26098,                 0.4838,                0.40278,                0.41337,                0.22491,                 1.7209,                  4.045,                 2.5367,                 2.0912,              0.0001211,              0.0001211,              0.0001211
                     93,                0.79059,                 1.8799,                0.83205,                 1.1594,                0.52292,                 0.4396,                0.44299,                0.27384,                0.51566,                0.43227,                0.43053,                0.23382,                 1.6761,                 4.0126,                 2.3512,                 2.0504,              0.0001101,              0.0001101,              0.0001101
                     94,                0.76981,                  1.899,                0.76508,                 1.1932,                0.57724,                0.42547,                0.45643,                0.28393,                0.56376,                0.41294,                0.43564,                0.23955,                 1.6893,                 3.9609,                 2.3458,                 2.0217,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.74335,                  1.949,                0.96112,                 1.1333,                0.62838,                0.40841,                0.44988,                0.27288,                0.61654,                0.39994,                0.42995,                0.23766,                 1.7198,                 3.9634,                 2.3683,                 2.0436,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.76211,                 2.0102,                0.78362,                 1.1719,                0.61595,                0.41765,                0.46259,                 0.2841,                0.58983,                0.40142,                0.43016,                0.24128,                 1.6784,                 3.9946,                  2.342,                 2.0234,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.73615,                  1.899,                0.74063,                 1.1564,                0.67406,                0.40584,                0.47083,                0.29101,                0.65937,                0.39799,                0.44398,                0.24499,                 1.6764,                 3.9593,                 2.3045,                 2.0203,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.71175,                 1.8263,                0.67922,                 1.1206,                0.54465,                0.45292,                0.47266,                0.28938,                0.64798,                0.40152,                0.44581,                0.24736,                 1.6905,                 3.9043,                 2.3167,                 2.0071,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.78437,                 1.9632,                 0.8703,                 1.1712,                0.56181,                 0.4464,                0.47829,                0.28957,                0.54186,                0.42575,                0.44607,                0.24601,                 1.6937,                 3.8964,                 2.3079,                 2.0164,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 0.7045,                 2.5879,                0.85298,                 1.1342,                0.58218,                0.44006,                0.47876,                0.29241,                0.56453,                 0.4188,                0.44628,                0.24782,                 1.6804,                 3.9383,                 2.2788,                 2.0176,             3.3108e-05,             3.3108e-05,             3.3108e-05
