                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.5123,                 3.2225,                  1.883,                 1.6116,                0.75286,                0.29226,                0.33192,                0.16969,                0.56556,                0.32374,                0.28218,                0.14367,                 1.7351,                 4.0483,                 2.5718,                  2.025,               0.001012,               0.001012,               0.001012
                     12,                 1.5405,                 3.2735,                 1.8638,                 1.6438,                  0.587,                0.30369,                0.27785,                0.15092,                0.58668,                0.29863,                0.26702,                0.13213,                 1.6314,                 3.9019,                  2.493,                 1.8326,               0.001001,               0.001001,               0.001001
                     13,                 1.5196,                 3.2042,                 1.8114,                 1.6301,                0.59689,                0.40064,                0.40508,                0.22028,                 0.5904,                0.39405,                 0.3837,                0.17966,                  1.657,                 4.0024,                 2.3011,                 1.8671,             0.00099001,             0.00099001,             0.00099001
                     14,                 1.5399,                 3.2111,                 1.8093,                 1.6401,                 0.6442,                0.34721,                0.35507,                0.20017,                0.57843,                0.28762,                0.29403,                0.16619,                 1.6745,                 3.9531,                 2.3745,                 1.8603,             0.00097901,             0.00097901,             0.00097901
                     15,                 1.4904,                 3.1989,                 1.7415,                 1.6007,                0.61783,                  0.342,                0.34489,                0.20841,                0.56929,                 0.2916,                0.28716,                0.16754,                 1.7611,                   4.23,                   2.61,                 1.9439,             0.00096801,             0.00096801,             0.00096801
                     16,                 1.5044,                 3.1479,                 1.6854,                 1.5961,                0.67551,                0.39839,                0.39681,                0.23354,                0.65433,                0.36711,                0.36812,                0.19713,                 1.7107,                 3.9129,                   2.29,                 1.9283,             0.00095702,             0.00095702,             0.00095702
                     17,                 1.4906,                 3.1996,                 1.7052,                 1.6219,                0.64048,                0.36195,                0.38451,                0.22156,                0.61712,                0.34386,                0.34928,                0.16924,                 1.6919,                 3.9396,                 2.4689,                 1.9216,             0.00094602,             0.00094602,             0.00094602
                     18,                 1.4612,                 3.1179,                 1.6766,                 1.5877,                0.46957,                0.39005,                0.38229,                0.20529,                0.39976,                0.34431,                0.34571,                  0.177,                  1.664,                 4.0806,                 2.2919,                 1.8725,             0.00093502,             0.00093502,             0.00093502
                     19,                 1.4693,                 3.0463,                 1.6149,                  1.564,                 0.6108,                0.37949,                0.36531,                0.20352,                0.59627,                 0.3648,                0.33652,                 0.1677,                 1.6824,                 3.9024,                 2.3209,                  1.813,             0.00092402,             0.00092402,             0.00092402
                     20,                  1.449,                 3.0387,                 1.5995,                 1.5614,                0.61046,                0.39802,                0.39748,                 0.2552,                0.63803,                0.34687,                0.36852,                0.20436,                 1.6268,                 3.8154,                 2.1631,                 1.8175,             0.00091302,             0.00091302,             0.00091302
                     21,                 1.4403,                  3.047,                 1.5272,                 1.5529,                0.68448,                0.39481,                0.39372,                0.23076,                0.62164,                0.34323,                0.31977,                0.17844,                  1.627,                 3.7946,                 2.2674,                 1.8501,             0.00090202,             0.00090202,             0.00090202
                     22,                 1.4285,                 3.0119,                 1.6025,                 1.5752,                0.64153,                0.34861,                0.34593,                0.20964,                0.62985,                0.33817,                0.32979,                0.16907,                 1.6754,                 4.1998,                 2.5074,                 1.8979,             0.00089102,             0.00089102,             0.00089102
                     23,                 1.4113,                 3.0033,                 1.5571,                  1.545,                0.60808,                0.39426,                0.35348,                 0.2094,                0.60565,                 0.3641,                0.34334,                0.17397,                 1.7365,                 3.8396,                 2.4038,                 1.9611,             0.00088002,             0.00088002,             0.00088002
                     24,                 1.4134,                 3.0077,                 1.5291,                 1.5454,                0.60015,                 0.3899,                0.37022,                0.22492,                0.59688,                0.37345,                0.36049,                0.18296,                 1.6569,                 3.9019,                 2.3541,                 1.9078,             0.00086902,             0.00086902,             0.00086902
                     25,                 1.3993,                 2.9624,                 1.4392,                 1.5131,                 0.6453,                0.36153,                0.34117,                 0.1797,                0.61569,                0.35458,                0.31717,                0.16328,                 1.7253,                 4.0574,                 2.3872,                 1.9209,             0.00085803,             0.00085803,             0.00085803
                     26,                 1.4059,                 2.9536,                 1.4357,                 1.5201,                0.69509,                0.32596,                0.35546,                0.21629,                0.65378,                0.31782,                 0.3287,                0.17685,                 1.6541,                 4.5144,                 2.8166,                 1.9283,             0.00084703,             0.00084703,             0.00084703
                     27,                 1.3699,                 2.9218,                 1.4609,                 1.5274,                0.59573,                0.36538,                0.35285,                 0.2361,                  0.641,                0.32037,                0.33572,                0.19039,                 1.6773,                 3.9606,                 2.3607,                  1.898,             0.00083603,             0.00083603,             0.00083603
                     28,                 1.3659,                 2.9003,                 1.3863,                 1.5053,                0.64601,                 0.3748,                0.35222,                0.20555,                0.61426,                0.35408,                0.32711,                0.18592,                 1.7206,                 3.9238,                 2.5958,                 1.9682,             0.00082503,             0.00082503,             0.00082503
                     29,                 1.3548,                 2.8528,                 1.3886,                 1.5054,                0.66854,                0.36468,                0.37146,                0.23742,                0.66449,                0.35848,                0.36859,                0.20321,                 1.6845,                 3.9671,                 2.3528,                 1.8977,             0.00081403,             0.00081403,             0.00081403
                     30,                 1.3575,                 2.8785,                 1.3817,                 1.4908,                0.65686,                0.35444,                0.36894,                0.22288,                0.67816,                0.32893,                0.35451,                0.19122,                 1.7304,                 3.8973,                 2.4732,                  1.954,             0.00080303,             0.00080303,             0.00080303
                     31,                  1.357,                 2.8725,                 1.3814,                 1.4975,                0.49572,                0.36781,                0.29987,                0.17596,                0.56076,                0.30732,                0.28474,                0.15652,                 1.6805,                 3.9654,                 2.4316,                 1.8689,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.3614,                 2.8699,                 1.3255,                 1.5032,                0.71939,                0.27072,                0.36973,                0.21569,                0.73001,                0.26443,                 0.3558,                0.20476,                 1.7123,                 4.0051,                  2.261,                 1.9648,             0.00078103,             0.00078103,             0.00078103
                     33,                 1.3394,                 2.7828,                 1.3183,                 1.4888,                0.55214,                0.38745,                0.35433,                0.21957,                 0.5601,                0.35201,                0.32339,                0.19681,                  1.653,                  4.025,                 2.3212,                 1.8872,             0.00077003,             0.00077003,             0.00077003
                     34,                  1.309,                 2.7438,                 1.2329,                 1.4499,                0.68565,                0.34286,                0.37422,                0.23972,                0.67957,                0.33897,                 0.3614,                0.19677,                  1.682,                 4.1159,                 2.5213,                 1.9373,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.3216,                 2.8123,                 1.2664,                  1.456,                0.67022,                0.33573,                0.35647,                0.20206,                0.62109,                0.29217,                0.30954,                0.16627,                 1.7142,                  3.905,                 2.4954,                 1.9286,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.3043,                 2.8054,                 1.2646,                 1.4737,                0.67366,                0.40038,                0.39473,                0.23817,                0.66319,                0.38234,                 0.3695,                0.19644,                 1.7075,                 3.9083,                 2.3666,                 1.9237,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.3115,                 2.8087,                 1.2547,                 1.4584,                0.66613,                0.36574,                0.39061,                0.21078,                0.55204,                0.34903,                0.33405,                0.19512,                 1.7762,                 4.1413,                 2.4643,                 2.0778,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.2997,                  2.755,                 1.2044,                 1.4393,                0.69574,                0.35894,                0.36963,                0.23317,                0.62827,                0.31743,                0.31643,                0.19145,                 1.6544,                  3.885,                  2.423,                 1.8925,             0.00071504,             0.00071504,             0.00071504
                     39,                  1.271,                 2.7032,                 1.1868,                 1.4346,                0.61317,                0.40176,                0.38315,                0.23749,                0.68317,                0.34497,                0.36242,                0.20712,                 1.7037,                 3.9388,                 2.3919,                  1.891,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.2578,                 2.6993,                 1.1792,                 1.4358,                0.58524,                 0.3634,                0.35132,                0.22664,                0.59324,                 0.3557,                 0.3459,                0.18763,                 1.6782,                 3.9722,                 2.5396,                 1.9945,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.2531,                 2.7023,                  1.145,                 1.4108,                0.67144,                0.35714,                0.38075,                0.25033,                0.68339,                0.35107,                0.37356,                0.19751,                 1.6852,                 4.0999,                 2.4565,                 1.9908,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.2356,                 2.7034,                 1.1205,                 1.3898,                0.74311,                0.34831,                0.37496,                0.23694,                0.73274,                0.34281,                0.36341,                 0.1945,                 1.7144,                 4.0905,                 2.6817,                 1.9953,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.2669,                 2.7083,                 1.1484,                 1.4124,                0.62605,                0.37072,                0.36458,                0.23622,                0.64138,                0.35949,                0.35886,                0.19376,                 1.7183,                 4.0381,                  2.543,                 1.9675,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.2702,                 2.6874,                 1.1399,                 1.4195,                0.60349,                0.40061,                0.35969,                0.22246,                0.68559,                0.33391,                0.35737,                0.20817,                 1.6882,                  4.022,                 2.5058,                 1.9465,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.2491,                 2.6416,                 1.1105,                 1.4145,                0.65828,                0.37313,                 0.3942,                0.23628,                0.64398,                0.35618,                0.37534,                0.21085,                 1.7649,                 4.0495,                 2.5594,                 2.0311,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.2397,                 2.6215,                 1.1052,                 1.3916,                0.66599,                0.39478,                0.39072,                0.23719,                0.76775,                0.33826,                0.36393,                0.18824,                 1.7509,                 3.9285,                 2.5101,                 1.9941,             0.00062705,             0.00062705,             0.00062705
                     47,                  1.219,                 2.6072,                 1.0706,                 1.3815,                0.63192,                0.38418,                0.38231,                0.23322,                0.62564,                0.37649,                0.37121,                0.20278,                 1.7185,                 4.0437,                 2.5518,                 1.9528,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.2214,                 2.6645,                 1.0716,                 1.3884,                0.64601,                0.37656,                0.38647,                0.23422,                0.63398,                0.35851,                0.36709,                0.19942,                 1.7559,                 3.8896,                 2.6045,                 1.9776,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.2065,                 2.5633,                 1.0469,                 1.3702,                0.41609,                0.44406,                 0.3878,                0.23578,                 0.4046,                0.43018,                0.36507,                0.20562,                 1.7192,                 4.0174,                 2.4279,                 1.9611,             0.00059405,             0.00059405,             0.00059405
                     50,                  1.214,                 2.5924,                 1.0436,                 1.3773,                0.69333,                0.40385,                0.41178,                0.25473,                0.70461,                0.37048,                0.38257,                0.21794,                 1.6498,                 3.9569,                  2.335,                 1.8695,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.1992,                 2.5464,                 1.0137,                 1.3603,                0.45611,                0.38708,                0.38505,                0.22122,                0.44378,                0.37793,                0.37117,                 0.1791,                 1.7216,                 4.1393,                 2.5038,                 1.9955,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.2144,                 2.6101,                 1.0375,                 1.3861,                0.63314,                0.38323,                0.38578,                0.24301,                0.63772,                 0.3728,                0.37404,                0.20547,                 1.6923,                 4.0777,                  2.485,                  1.926,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.1831,                 2.5508,                 1.0179,                 1.3567,                0.63344,                 0.4237,                0.38853,                0.22863,                0.62196,                0.40729,                0.36668,                0.19465,                 1.7433,                 4.0774,                 2.2985,                 1.9692,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.1889,                 2.5838,                 1.0227,                 1.3619,                0.46129,                0.39275,                 0.4144,                0.25408,                0.49531,                0.36865,                0.39555,                0.21222,                 1.6956,                 4.2172,                 2.5052,                 1.9548,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.1663,                 2.5567,                 1.0054,                 1.3486,                0.72489,                0.38244,                0.40552,                0.25031,                0.70511,                0.36758,                0.38187,                0.19351,                 1.7001,                 4.1204,                 2.5354,                 1.9583,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.1554,                 2.5188,                0.97524,                 1.3499,                0.60405,                0.40687,                0.42722,                0.24149,                0.54146,                0.34551,                0.35033,                0.20167,                 1.7386,                 4.2781,                 2.6522,                 2.0455,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.1338,                 2.4912,                0.94772,                 1.3164,                0.71699,                0.35101,                0.39377,                0.22723,                0.70032,                 0.3424,                0.37897,                0.19193,                 1.7175,                 4.1703,                 2.6542,                 1.9917,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.1486,                 2.4765,                0.95889,                  1.326,                0.49663,                0.34409,                0.38541,                0.22663,                0.48196,                0.33532,                0.36519,                0.19239,                 1.7365,                 4.0351,                 2.5364,                 1.9746,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.1302,                 2.4461,                 0.9224,                 1.3169,                0.47461,                 0.3644,                0.36185,                0.21761,                0.48313,                0.36433,                  0.351,                0.19373,                  1.697,                   4.08,                  2.666,                 1.9561,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.1372,                 2.5164,                0.97476,                 1.3191,                0.42356,                0.43561,                0.36018,                0.22171,                0.41969,                0.42741,                0.35053,                0.18516,                 1.7102,                  4.245,                 2.6216,                 1.9614,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.1221,                 2.4579,                0.91909,                 1.3163,                0.49459,                0.39586,                0.39663,                0.23337,                0.38697,                0.41494,                0.33965,                 0.2014,                 1.6924,                 4.1585,                  2.571,                 1.9715,             0.00046206,             0.00046206,             0.00046206
                     62,                  1.138,                 2.5131,                0.94638,                 1.3311,                0.45842,                0.34712,                0.35405,                0.21611,                0.44866,                0.33718,                0.33615,                0.18817,                 1.7272,                 4.1423,                 2.5807,                 2.0151,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.1129,                 2.4668,                0.91805,                 1.3168,                0.74144,                0.33336,                0.39064,                 0.2494,                0.73111,                0.33088,                0.37268,                0.21425,                 1.7534,                 4.2801,                 2.6441,                 2.0746,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.0995,                 2.4061,                0.88976,                 1.2992,                0.46704,                 0.3636,                0.38102,                0.24693,                0.45553,                0.35967,                0.37074,                0.19786,                 1.6954,                 4.0208,                 2.4936,                 1.9798,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.0969,                 2.4185,                0.89256,                 1.2983,                0.69587,                0.35363,                0.37876,                0.22727,                 0.6853,                0.34863,                0.35778,                0.18469,                 1.7603,                 4.1768,                 2.4757,                 2.0061,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.1115,                 2.4206,                0.90772,                 1.2976,                0.53409,                0.41838,                0.42149,                0.26381,                0.51888,                0.40847,                0.40735,                0.22167,                 1.7313,                 4.1191,                 2.4854,                 1.9855,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.1047,                 2.3949,                0.87487,                 1.3116,                0.66727,                0.36541,                0.41074,                0.25915,                0.65979,                 0.3511,                0.39406,                0.22458,                 1.7141,                 4.1335,                  2.527,                 1.9661,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.0779,                 2.3667,                0.85983,                 1.2765,                0.65711,                0.39085,                0.41328,                0.25563,                0.64296,                0.38058,                0.39564,                0.21963,                 1.7434,                 4.2635,                 2.5519,                 1.9917,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.0878,                 2.3701,                0.85129,                  1.281,                0.40723,                0.41232,                0.39439,                0.25769,                0.72718,                0.34364,                0.38748,                 0.2144,                 1.7198,                  4.396,                 2.5037,                 1.9948,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.0733,                 2.3782,                 0.8496,                 1.2871,                0.44801,                0.38666,                0.39099,                0.24316,                0.44683,                0.38665,                0.38331,                0.20951,                 1.7446,                 4.3115,                 2.7227,                 2.0445,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.0812,                 2.3498,                0.83827,                 1.2883,                0.48255,                0.37019,                0.37398,                  0.232,                0.46553,                0.36282,                0.36024,                 0.1937,                 1.7382,                 4.1417,                 2.5735,                 2.0128,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.0831,                 2.3604,                0.87636,                   1.29,                0.41674,                 0.3873,                0.38474,                0.22811,                0.42153,                0.36758,                0.36683,                0.19812,                 1.7853,                 4.1716,                 2.6276,                 2.0887,             0.00034108,             0.00034108,             0.00034108
                     73,                  1.057,                 2.3421,                0.81515,                 1.2621,                0.50299,                0.37575,                0.38719,                0.22915,                0.79413,                0.32662,                0.37228,                 0.1903,                 1.7467,                 4.2979,                 2.6796,                 2.0774,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.0414,                 2.3224,                0.83512,                 1.2671,                0.73584,                0.34165,                0.38832,                0.21979,                0.73722,                0.33509,                0.36943,                0.19065,                 1.7752,                 4.1528,                 2.6279,                 2.0664,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.0652,                 2.3156,                0.82969,                 1.2599,                 0.7093,                0.35408,                0.38688,                0.23213,                0.71415,                 0.3381,                0.36336,                0.19921,                 1.7388,                 4.1289,                 2.7081,                 2.0506,             0.00030808,             0.00030808,             0.00030808
                     76,                 1.0512,                  2.278,                0.82804,                  1.264,                0.71788,                0.35954,                0.38944,                0.23392,                0.69705,                0.34926,                0.36409,                0.20838,                 1.7873,                   4.11,                 2.5723,                 2.0702,             0.00029708,             0.00029708,             0.00029708
                     77,                  1.021,                 2.3029,                0.80704,                 1.2465,                0.66604,                0.37014,                0.37902,                0.23837,                0.65937,                 0.3722,                0.36378,                0.20383,                  1.774,                 4.1896,                  2.693,                 2.0378,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.0281,                 2.3015,                0.80614,                 1.2416,                0.65599,                0.37225,                0.38407,                0.24525,                0.69774,                0.34215,                0.37028,                 0.2084,                 1.7717,                 4.2713,                 2.7267,                 2.0758,             0.00027508,             0.00027508,             0.00027508
                     79,                 1.0317,                 2.2902,                0.80736,                 1.2486,                0.66156,                0.35457,                0.37297,                0.23359,                0.65131,                 0.3475,                0.35649,                0.19441,                 1.7413,                 4.2628,                 2.6008,                 2.0281,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.0189,                 2.2667,                0.79383,                 1.2441,                0.67902,                 0.3701,                0.38392,                0.24686,                0.68545,                0.37553,                0.37742,                 0.2047,                  1.747,                 4.0449,                 2.4782,                 2.0333,             0.00025309,             0.00025309,             0.00025309
                     81,                 1.0348,                 2.2983,                 0.8008,                 1.2571,                0.71121,                0.37175,                0.39683,                0.23992,                0.71969,                0.36642,                0.37728,                0.20291,                 1.7541,                  4.235,                 2.6322,                 2.0676,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.0085,                   2.27,                 0.7798,                 1.2402,                0.71125,                0.38259,                0.39271,                0.23003,                0.69445,                0.37221,                0.37068,                0.19928,                 1.7781,                 4.2632,                 2.6501,                  2.045,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.0155,                 2.2693,                0.78674,                 1.2401,                0.60935,                0.37061,                0.36541,                0.22885,                0.59748,                 0.3632,                0.35212,                0.19656,                  1.747,                 4.2797,                 2.6641,                 2.0492,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.0264,                 2.2978,                 0.7988,                 1.2513,                0.64736,                0.35986,                0.35901,                0.21638,                0.65556,                0.34367,                0.34573,                0.19056,                 1.8035,                 4.4047,                 2.7523,                 2.1145,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.0317,                 2.2882,                0.78109,                 1.2466,                0.66843,                0.34496,                0.36697,                0.22663,                0.68569,                0.34077,                0.35593,                0.19041,                 1.7615,                 4.3861,                 2.6046,                 2.0822,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.0068,                 2.2421,                0.78396,                 1.2395,                0.62631,                0.37528,                0.36309,                0.21399,                0.72086,                 0.3354,                0.35259,                0.18965,                 1.7506,                 4.2141,                 2.6476,                 2.0709,             0.00018709,             0.00018709,             0.00018709
                     87,                0.97851,                 2.2015,                0.75032,                 1.2086,                 0.6963,                0.35586,                0.37431,                0.23382,                 0.6927,                0.35181,                0.36025,                0.19521,                 1.7668,                 4.2654,                 2.6317,                 2.1085,             0.00017609,             0.00017609,             0.00017609
                     88,                0.98352,                 2.1884,                0.75063,                 1.2174,                0.77976,                0.34236,                0.39109,                0.24013,                0.76568,                 0.3354,                0.37094,                0.20056,                 1.7213,                 4.2943,                 2.6928,                 2.0784,             0.00016509,             0.00016509,             0.00016509
                     89,                0.98347,                 2.2326,                 0.7462,                 1.2177,                0.69983,                 0.3552,                0.38785,                0.24425,                0.70409,                0.34174,                0.37149,                0.19788,                 1.7491,                 4.2649,                 2.7224,                 2.1152,              0.0001541,              0.0001541,              0.0001541
                     90,                0.99548,                 2.2223,                0.75539,                 1.2247,                0.71187,                0.35874,                0.38645,                0.23698,                0.75154,                0.33726,                0.36673,                0.19912,                 1.7517,                 4.3284,                 2.6515,                 2.1068,              0.0001431,              0.0001431,              0.0001431
                     91,                0.85002,                 2.0163,                0.64856,                 1.1861,                0.66491,                0.35692,                0.38313,                0.24072,                0.64833,                0.34851,                0.36908,                0.20259,                  1.737,                 4.3702,                 2.7518,                 2.0695,              0.0001321,              0.0001321,              0.0001321
                     92,                0.81643,                 1.9301,                0.58951,                 1.1578,                0.76031,                0.34927,                0.38426,                0.23873,                0.74196,                0.34132,                0.36477,                 0.2076,                 1.7336,                 4.3026,                 2.6042,                 2.0584,              0.0001211,              0.0001211,              0.0001211
                     93,                0.80719,                 1.9056,                0.56849,                 1.1496,                0.73075,                0.35329,                0.37788,                0.23317,                0.71622,                  0.346,                0.35877,                 0.2027,                 1.7381,                 4.3716,                 2.5629,                 2.0571,              0.0001101,              0.0001101,              0.0001101
                     94,                0.79878,                 1.9081,                0.56247,                 1.1386,                0.72839,                0.33229,                0.37108,                0.23807,                 0.7154,                0.32758,                0.35652,                0.20072,                 1.7183,                 4.3952,                 2.5509,                 2.0089,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.79124,                 1.8765,                0.54224,                 1.1206,                 0.7551,                0.33703,                0.37627,                 0.2344,                0.74717,                0.33142,                0.35779,                 0.2042,                 1.7249,                   4.39,                 2.5703,                 2.0405,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.79388,                 1.8775,                0.54637,                 1.1263,                0.72851,                0.34775,                0.37564,                0.23352,                 0.7138,                0.34083,                0.35618,                0.20076,                 1.7369,                 4.3209,                 2.5633,                 2.0512,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.75807,                 1.8087,                0.52692,                 1.1131,                0.76839,                0.34354,                0.37827,                0.24067,                0.75654,                0.33838,                0.36032,                0.20244,                 1.7417,                 4.3683,                 2.6161,                 2.0718,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.78003,                 1.8443,                0.54171,                 1.1292,                0.72215,                0.35452,                0.38553,                0.24343,                0.71113,                0.34938,                0.36622,                0.20602,                 1.7405,                 4.3069,                 2.6034,                   2.06,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.75606,                 1.8099,                0.51924,                 1.1152,                0.73333,                0.35251,                 0.3815,                0.23703,                0.71501,                0.34654,                0.36238,                0.20418,                  1.734,                 4.3797,                 2.5519,                 2.0636,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.75658,                 1.8147,                0.52372,                 1.1106,                0.75692,                0.35077,                0.38083,                0.23447,                0.74367,                0.34555,                0.36171,                0.20389,                 1.7333,                  4.391,                 2.5644,                 2.0639,             3.3108e-05,             3.3108e-05,             3.3108e-05
