                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.76266,                 2.2702,                 1.1497,                  1.177,                0.65329,                0.54361,                0.64018,                0.51344,                0.67888,                  0.487,                0.54599,                0.32879,                0.95687,                 3.2873,                 1.8248,                 1.4271,              0.0005939,              0.0005939,              0.0005939
                     26,                0.75143,                 2.2251,                  1.126,                  1.176,                0.47007,                0.65233,                0.62452,                0.47981,                 0.4813,                0.53986,                0.53024,                0.31584,                 1.0089,                 3.3927,                 1.9704,                 1.5315,             0.00058629,             0.00058629,             0.00058629
                     27,                0.74434,                 2.1589,                 1.0816,                 1.1541,                 0.8088,                 0.5091,                0.65239,                 0.4787,                0.80423,                0.40902,                0.47311,                0.27021,                 1.0447,                 3.4073,                 1.8931,                  1.551,             0.00057867,             0.00057867,             0.00057867
                     28,                0.72044,                 2.1755,                 1.0949,                 1.1598,                0.62704,                0.63595,                0.66499,                0.47401,                0.60371,                0.45585,                0.49027,                0.31242,                 1.0455,                  3.433,                 1.9988,                 1.5053,             0.00057106,             0.00057106,             0.00057106
                     29,                 0.7393,                 2.1816,                 1.0825,                 1.1735,                0.50047,                0.72479,                 0.6531,                0.48859,                0.39097,                0.53937,                0.52673,                0.31197,                  1.065,                 3.3334,                 2.0119,                 1.5754,             0.00056345,             0.00056345,             0.00056345
                     30,                0.73633,                 2.2073,                 1.0608,                 1.1649,                0.63217,                0.61678,                0.67684,                0.49728,                0.75431,                0.42879,                0.56173,                0.30902,                 1.0746,                 3.5819,                 1.9927,                 1.6022,             0.00055583,             0.00055583,             0.00055583
                     31,                0.71588,                 2.1128,                 1.0326,                 1.1507,                0.53307,                0.62565,                0.66426,                0.45718,                0.44162,                0.52783,                0.50606,                0.28408,                  1.113,                  3.251,                 2.0222,                 1.7059,             0.00054822,             0.00054822,             0.00054822
                     32,                0.72457,                 2.1055,                 1.0167,                 1.1458,                0.48401,                0.73998,                0.66824,                0.50446,                0.43213,                0.49864,                0.50117,                0.28434,                0.98477,                 3.2114,                 1.6798,                 1.5225,             0.00054061,             0.00054061,             0.00054061
                     33,                0.71528,                  2.141,                 1.0065,                 1.1483,                0.70863,                0.66757,                0.71719,                0.55957,                0.49505,                0.58552,                0.54812,                0.32604,                0.88427,                 3.4069,                 1.5167,                 1.3889,             0.00053299,             0.00053299,             0.00053299
                     34,                0.71247,                 2.1133,                0.97552,                 1.1587,                0.76145,                 0.5841,                0.68579,                0.57161,                0.68872,                0.53063,                0.59715,                0.34996,                0.82505,                 3.1753,                 1.5138,                 1.3191,             0.00052538,             0.00052538,             0.00052538
                     35,                0.71392,                 2.1282,                 1.0229,                 1.1617,                0.62259,                0.59518,                0.66996,                0.53406,                0.58134,                0.52527,                 0.5425,                0.33661,                0.86689,                  3.029,                 1.6733,                 1.3271,             0.00051777,             0.00051777,             0.00051777
                     36,                0.73102,                 2.0994,                 1.0248,                 1.1754,                0.55045,                 0.6458,                0.68958,                0.52309,                0.46406,                0.62475,                0.58883,                0.36204,                0.85555,                 3.1319,                 1.6881,                 1.3233,             0.00051015,             0.00051015,             0.00051015
                     37,                0.69347,                 2.0415,                0.94701,                 1.1306,                0.67076,                0.67068,                0.67559,                0.52638,                0.61886,                0.63585,                0.57503,                0.33844,                 0.9637,                   3.16,                 1.6805,                 1.4238,             0.00050254,             0.00050254,             0.00050254
                     38,                0.73001,                 2.1269,                0.99341,                 1.1627,                0.61391,                0.62538,                0.65041,                 0.5112,                0.51702,                0.55786,                0.53465,                0.32017,                 0.9661,                 3.3521,                  1.675,                 1.4474,             0.00049493,             0.00049493,             0.00049493
                     39,                0.69257,                 2.0539,                0.94704,                 1.1348,                0.52578,                0.63305,                0.64294,                0.50561,                0.65439,                0.48728,                 0.5348,                0.32359,                0.95525,                 3.3523,                 1.6965,                 1.4388,             0.00048732,             0.00048732,             0.00048732
                     40,                0.69974,                  2.105,                 0.9543,                 1.1337,                0.76635,                0.57688,                0.65831,                0.51695,                0.71251,                0.47239,                0.52539,                0.33576,                 1.0001,                  3.259,                 1.7768,                 1.5082,              0.0004797,              0.0004797,              0.0004797
                     41,                0.71382,                 2.1272,                0.95684,                 1.1464,                0.61917,                 0.6565,                0.67618,                0.52589,                 0.6877,                0.48093,                0.54328,                 0.3428,                0.92848,                 3.2704,                  1.683,                 1.4026,             0.00047209,             0.00047209,             0.00047209
                     42,                0.68397,                 2.0736,                0.91365,                  1.132,                0.65053,                0.52501,                0.62931,                0.49452,                0.63565,                0.51064,                0.55975,                0.32843,                0.90611,                 3.5564,                 1.7442,                 1.4196,             0.00046448,             0.00046448,             0.00046448
                     43,                 0.6639,                 1.9737,                0.88131,                 1.1214,                0.65562,                 0.5954,                0.66478,                0.51421,                0.52996,                0.46394,                0.47648,                0.29324,                0.92456,                 3.6065,                 1.6667,                 1.4457,             0.00045686,             0.00045686,             0.00045686
                     44,                0.69877,                 2.0478,                0.90438,                 1.1377,                0.78053,                0.58935,                0.69384,                0.54173,                0.65542,                0.47838,                 0.5493,                0.33758,                0.93978,                 3.5448,                 1.6319,                 1.4342,             0.00044925,             0.00044925,             0.00044925
                     45,                0.69646,                 2.0625,                0.88593,                 1.1231,                0.57773,                0.71677,                0.69646,                0.53539,                0.47466,                0.57639,                 0.5431,                0.31892,                0.87063,                 3.0035,                 1.5394,                 1.2991,             0.00044164,             0.00044164,             0.00044164
                     46,                0.69568,                 2.0299,                0.89833,                 1.1371,                0.80295,                0.62107,                0.70751,                0.55772,                0.69603,                0.56572,                0.60598,                0.35696,                0.85381,                  3.031,                 1.4675,                 1.3171,             0.00043402,             0.00043402,             0.00043402
                     47,                0.68622,                 2.0663,                0.88926,                 1.1269,                0.58334,                0.66611,                0.71039,                0.54921,                0.59578,                0.52194,                0.60017,                0.34285,                 0.8502,                 2.9412,                 1.6627,                 1.3307,             0.00042641,             0.00042641,             0.00042641
                     48,                0.67287,                 1.9753,                 0.8522,                 1.1076,                0.63235,                  0.656,                0.73768,                0.59339,                0.60831,                 0.5967,                0.61794,                0.34915,                0.92693,                 3.1081,                 1.6491,                 1.4608,              0.0004188,              0.0004188,              0.0004188
                     49,                0.65702,                 1.9933,                0.84941,                 1.1052,                0.71895,                0.70223,                 0.7017,                0.57311,                0.63979,                0.57119,                0.57253,                0.32408,                0.90956,                 3.4379,                  1.623,                 1.3916,             0.00041118,             0.00041118,             0.00041118
                     50,                0.65145,                 1.9364,                0.84604,                 1.1021,                0.56894,                0.61211,                0.66506,                0.53279,                0.52234,                 0.5711,                   0.58,                0.31216,                0.88512,                 3.8011,                 1.6262,                 1.3804,             0.00040357,             0.00040357,             0.00040357
                     51,                0.66188,                 2.0302,                0.83925,                  1.108,                 0.5843,                0.68829,                0.68768,                0.52664,                0.65515,                0.45655,                0.54368,                0.30914,                0.90314,                 3.0331,                 1.5689,                 1.4116,             0.00039596,             0.00039596,             0.00039596
                     52,                0.66707,                 1.9941,                0.83884,                  1.106,                0.59284,                0.65191,                0.67332,                0.52392,                0.57093,                0.57998,                0.57303,                0.32136,                0.92056,                 3.3751,                 1.6005,                 1.4164,             0.00038835,             0.00038835,             0.00038835
                     53,                0.65444,                 1.9491,                0.79059,                 1.0984,                0.50959,                0.72494,                0.63494,                0.49822,                0.44474,                0.57272,                0.52398,                0.30337,                 0.9257,                 3.1045,                 1.6386,                 1.4721,             0.00038073,             0.00038073,             0.00038073
                     54,                0.64475,                 1.9658,                0.80603,                 1.1089,                0.75945,                0.58688,                0.68702,                0.51885,                0.66127,                0.49108,                0.54439,                0.31043,                0.95463,                  3.043,                 1.7066,                 1.4369,             0.00037312,             0.00037312,             0.00037312
                     55,                0.64991,                 1.9581,                0.82379,                 1.1056,                0.69525,                0.66507,                0.71335,                0.53057,                0.66332,                0.50952,                0.55404,                0.33201,                0.96751,                 3.0772,                  1.704,                 1.4634,             0.00036551,             0.00036551,             0.00036551
                     56,                0.64519,                 1.9807,                0.80041,                 1.0965,                0.66878,                0.56671,                0.65833,                0.52552,                0.54317,                0.50821,                0.53119,                0.29735,                0.92846,                 2.9866,                  1.724,                 1.4568,             0.00035789,             0.00035789,             0.00035789
                     57,                0.63934,                 1.9773,                0.80452,                 1.0911,                0.67926,                0.60655,                 0.6913,                0.57999,                0.70787,                0.52444,                0.58825,                0.32737,                 0.8684,                 3.6143,                 1.4437,                 1.3494,             0.00035028,             0.00035028,             0.00035028
                     58,                0.64447,                 1.9746,                0.78712,                 1.0925,                0.67357,                0.61778,                0.66104,                0.55682,                0.61045,                0.54404,                0.55105,                0.30731,                0.83495,                   4.33,                 1.4845,                  1.377,             0.00034267,             0.00034267,             0.00034267
                     59,                  0.635,                 1.9133,                0.78209,                 1.0918,                0.57409,                0.67437,                0.65516,                0.52873,                 0.5425,                0.56342,                0.56068,                0.33021,                0.85449,                 3.5783,                  1.533,                 1.3556,             0.00033505,             0.00033505,             0.00033505
                     60,                0.63603,                 1.9305,                0.76973,                  1.079,                0.68113,                0.54157,                0.65519,                0.51109,                0.63421,                0.49709,                0.52866,                0.31339,                0.87065,                 3.1977,                 1.4655,                 1.3527,             0.00032744,             0.00032744,             0.00032744
                     61,                0.61246,                 1.8714,                0.76724,                 1.0703,                0.65417,                0.60156,                 0.6844,                 0.5422,                0.76412,                0.48371,                0.58977,                0.33382,                0.89098,                 3.5939,                 1.5919,                 1.3762,             0.00031983,             0.00031983,             0.00031983
                     62,                0.62416,                 1.8823,                0.76854,                 1.0841,                0.75577,                0.56644,                 0.6915,                0.53769,                0.68077,                0.53154,                0.56801,                0.31091,                0.86223,                 3.4147,                 1.4257,                 1.3208,             0.00031221,             0.00031221,             0.00031221
                     63,                0.62535,                 1.9532,                0.76142,                 1.0856,                0.55896,                0.70857,                0.68433,                0.51312,                0.50945,                 0.5575,                0.54312,                0.30915,                0.89568,                  3.146,                 1.5226,                 1.3907,              0.0003046,              0.0003046,              0.0003046
                     64,                 0.6125,                 1.9269,                0.76749,                 1.0886,                0.58547,                0.58756,                0.63237,                0.48893,                0.64829,                 0.5027,                0.53411,                0.28852,                0.95707,                 2.9878,                 1.5742,                 1.4594,             0.00029699,             0.00029699,             0.00029699
                     65,                0.60975,                 1.9129,                0.72899,                 1.0737,                0.68045,                0.56992,                0.66988,                0.50078,                0.58367,                 0.5238,                0.54245,                0.29014,                 0.9245,                 3.1705,                 1.5194,                 1.4314,             0.00028937,             0.00028937,             0.00028937
                     66,                0.61604,                 1.8623,                0.75093,                 1.0816,                0.59874,                0.66483,                0.68091,                0.51515,                0.50813,                0.51982,                0.50832,                0.29054,                0.90941,                 3.3548,                 1.4828,                 1.3742,             0.00028176,             0.00028176,             0.00028176
                     67,                0.60961,                 1.8735,                 0.7263,                 1.0781,                0.67738,                0.68255,                0.71582,                0.53372,                 0.5461,                 0.6413,                0.55413,                0.30195,                0.89474,                  3.479,                 1.4992,                 1.3537,             0.00027415,             0.00027415,             0.00027415
                     68,                0.60502,                 1.8974,                0.74363,                  1.079,                0.59213,                0.65478,                0.68934,                0.50236,                 0.5135,                0.48011,                0.47079,                0.25719,                0.89698,                 3.4723,                 1.4741,                 1.3936,             0.00026654,             0.00026654,             0.00026654
                     69,                0.61273,                 1.8796,                0.72968,                 1.0718,                0.69223,                0.63247,                0.70144,                 0.5481,                0.55417,                 0.5271,                0.55116,                0.31719,                0.89454,                 3.5914,                 1.4343,                 1.3993,             0.00025892,             0.00025892,             0.00025892
                     70,                0.59897,                 1.8305,                0.70996,                 1.0629,                0.61447,                0.70085,                0.69172,                0.54208,                0.53794,                0.62242,                0.58724,                 0.3375,                0.84493,                 3.6968,                 1.5211,                  1.341,             0.00025131,             0.00025131,             0.00025131
                     71,                0.61171,                 1.9105,                0.71379,                 1.0783,                0.68862,                0.64144,                0.69286,                0.54016,                0.54701,                0.60814,                0.58011,                0.33338,                0.88877,                 3.6462,                 1.4779,                 1.3672,              0.0002437,              0.0002437,              0.0002437
                     72,                0.58663,                 1.8149,                0.69098,                 1.0549,                0.72118,                0.64194,                0.72022,                 0.5641,                0.63083,                0.57451,                0.59292,                0.33056,                0.86592,                  3.613,                 1.4621,                 1.3457,             0.00023608,             0.00023608,             0.00023608
                     73,                0.59089,                 1.8159,                0.71224,                 1.0623,                0.64989,                0.61734,                 0.6943,                0.54447,                 0.7836,                0.46713,                0.56283,                0.31189,                0.88469,                 3.5986,                 1.5041,                 1.3998,             0.00022847,             0.00022847,             0.00022847
                     74,                0.60474,                  1.825,                0.69968,                 1.0723,                0.71901,                0.61208,                 0.6951,                0.53773,                0.62921,                0.53436,                0.54745,                0.32222,                0.90201,                 3.2777,                 1.5053,                 1.4218,             0.00022086,             0.00022086,             0.00022086
                     75,                0.58448,                 1.7357,                0.66721,                 1.0587,                0.74542,                0.61382,                0.69945,                0.54021,                0.75079,                0.54769,                0.59298,                 0.3303,                0.92281,                 3.6022,                 1.4723,                 1.4607,             0.00021324,             0.00021324,             0.00021324
                     76,                0.59687,                 1.7984,                0.68994,                 1.0605,                0.71078,                0.58177,                0.73126,                0.56298,                0.57366,                0.59977,                0.63963,                0.35049,                0.93456,                 3.6258,                 1.5192,                 1.4596,             0.00020563,             0.00020563,             0.00020563
                     77,                0.60262,                 1.8651,                  0.715,                 1.0667,                0.61979,                0.65942,                0.72003,                0.56189,                0.55235,                0.56051,                0.60164,                0.34602,                 0.9202,                 3.5368,                 1.4331,                 1.4223,             0.00019802,             0.00019802,             0.00019802
                     78,                0.56782,                 1.7383,                0.66145,                 1.0507,                0.78763,                0.61071,                0.72146,                0.56861,                0.63407,                0.56173,                0.60598,                0.36152,                0.89779,                 3.6555,                 1.4927,                 1.4122,              0.0001904,              0.0001904,              0.0001904
                     79,                0.59461,                 1.8762,                0.69675,                  1.061,                0.59995,                0.67629,                0.71629,                0.55591,                0.73238,                0.49712,                0.56592,                0.32409,                0.91065,                 3.7157,                 1.3962,                 1.4108,             0.00018279,             0.00018279,             0.00018279
                     80,                0.58171,                  1.817,                0.67084,                 1.0544,                0.81497,                0.59037,                0.73453,                 0.5684,                0.74212,                0.53515,                0.59135,                0.34853,                0.88065,                  3.888,                  1.485,                 1.4115,             0.00017518,             0.00017518,             0.00017518
                     81,                0.57995,                 1.8388,                0.65313,                 1.0447,                0.75073,                0.59923,                0.72206,                 0.5571,                0.64549,                0.47496,                0.55328,                0.32596,                0.83383,                 3.9368,                 1.4676,                 1.3465,             0.00016757,             0.00016757,             0.00016757
                     82,                0.58115,                 1.7838,                0.68014,                 1.0608,                0.80963,                0.60055,                0.70933,                0.54788,                0.57516,                0.64178,                0.60572,                0.34205,                0.86363,                 3.7001,                 1.4233,                 1.3651,             0.00015995,             0.00015995,             0.00015995
                     83,                0.54753,                 1.6744,                0.62945,                  1.034,                0.69286,                0.66902,                0.72319,                0.54735,                0.57423,                0.54955,                0.55397,                0.32206,                0.86587,                 3.7161,                  1.466,                 1.3633,             0.00015234,             0.00015234,             0.00015234
                     84,                 0.5623,                 1.7511,                0.64669,                 1.0432,                0.67252,                0.71018,                0.73201,                0.55197,                0.66154,                0.52939,                0.56237,                0.31882,                0.87475,                 3.6608,                 1.4539,                 1.3958,             0.00014473,             0.00014473,             0.00014473
                     85,                0.56315,                 1.7566,                 0.6336,                 1.0375,                0.67894,                0.69037,                0.70715,                0.54489,                0.61378,                0.50311,                 0.5312,                0.30608,                0.92277,                 3.5185,                 1.4489,                 1.4404,             0.00013711,             0.00013711,             0.00013711
                     86,                 0.5642,                 1.8281,                0.66083,                 1.0495,                0.68903,                0.66582,                0.71146,                0.53757,                 0.5609,                0.51337,                0.54578,                 0.3303,                0.89589,                 3.6694,                 1.4714,                 1.4104,              0.0001295,              0.0001295,              0.0001295
                     87,                0.57018,                 1.7652,                0.64474,                 1.0568,                0.77077,                0.56179,                0.68991,                0.53492,                0.58489,                0.47628,                0.53365,                0.33085,                0.86401,                 3.7857,                 1.5018,                 1.3753,             0.00012189,             0.00012189,             0.00012189
                     88,                0.56482,                 1.7763,                0.63307,                 1.0359,                0.71878,                0.59192,                0.68004,                0.53339,                0.47269,                0.60192,                0.53872,                0.33163,                0.87775,                 3.7221,                 1.4211,                 1.3959,             0.00011427,             0.00011427,             0.00011427
                     89,                0.54044,                 1.6866,                 0.6193,                 1.0345,                0.76109,                0.61908,                0.70265,                 0.5385,                0.59378,                0.49417,                0.52631,                0.31981,                 0.8795,                 3.6643,                 1.4597,                 1.4002,             0.00010666,             0.00010666,             0.00010666
                     90,                0.54177,                 1.7489,                0.61749,                 1.0257,                  0.752,                0.60771,                0.69413,                0.53176,                 0.5331,                0.55067,                0.53361,                 0.3192,                 0.9382,                 3.4998,                 1.4441,                 1.4846,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     91,                0.50413,                 1.6646,                0.70481,                 1.0324,                0.64407,                 0.6104,                0.66193,                0.50777,                0.53388,                0.54397,                0.51209,                0.30221,                0.96577,                 3.5555,                 1.5996,                 1.5416,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     92,                0.50821,                 1.6579,                0.66071,                  1.039,                0.73167,                0.54219,                0.66576,                 0.4859,                0.62215,                0.46251,                0.47665,                0.28328,                0.97394,                 3.6237,                 1.7873,                 1.5101,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     93,                0.48169,                  1.598,                0.61533,                  1.011,                0.73101,                0.59155,                0.71067,                0.52507,                0.62626,                0.51695,                0.53846,                0.32048,                0.94144,                 3.5577,                 1.5012,                 1.4483,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     94,                0.48516,                 1.5916,                0.58996,                 1.0369,                0.66299,                0.66304,                0.69826,                0.55535,                 0.5801,                0.54752,                0.55159,                0.33114,                0.88742,                 3.6202,                 1.3594,                 1.4106,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     95,                0.46149,                 1.5594,                0.56523,                 1.0031,                0.67328,                0.67765,                0.70451,                0.55318,                0.54763,                0.56725,                0.55692,                0.32947,                0.89009,                 3.8192,                 1.4032,                 1.4219,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     96,                0.47039,                 1.5799,                0.58703,                 1.0065,                0.68042,                0.66779,                0.67946,                0.54045,                 0.5282,                0.54355,                0.52809,                0.31492,                 0.8953,                 3.8793,                 1.4386,                 1.4472,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     97,                0.45608,                 1.5716,                0.54575,                 1.0005,                0.66712,                0.65511,                0.68239,                 0.5384,                0.51227,                0.54189,                0.51831,                 0.3139,                0.88619,                 3.6291,                 1.4244,                 1.4216,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     98,                0.45879,                 1.5488,                0.54956,                  1.001,                0.71255,                0.59538,                0.67744,                0.53725,                0.48878,                0.53703,                  0.519,                 0.3103,                 0.8909,                 3.5991,                 1.4152,                 1.4246,             3.8142e-05,             3.8142e-05,             3.8142e-05
